gene,D3,K2
SPINK13,3,4
SPINK14,0,0
SPINK2,0,0
SPINK4,1,0
SPINK5,25,4
SPINK6,1,1
SPINK7,0,0
SPINK8,0,0
SPINK9,0,0
SPINT1,0,0
SPINT2,6,9
SPINT3,0,0
SPINT4,0,0
SPIRE1,2761,1138
SPIRE2,100,60
SPN,2,0
SPNS1,708,688
SPNS2,11,10
SPNS3,3,3
SPO11,0,0
SPOCD1,20,11
SPOCK1,1180,872
SPOCK2,7,23
SPOCK3,3,0
SPON1,14,9
SPON2,105,132
SPOP,2088,1117
SPOPL,932,246
SPP1,0,3
SPP2,0,0
SPPL2A,736,386
SPPL2B,282,191
SPPL2C,0,0
SPPL3,1333,687
SPR,463,691
SPRED1,2324,309
SPRED2,1982,725
SPRED3,104,33
SPRN,62,30
SPRNP1,0,0
SPRR1A,0,0
SPRR1B,0,0
SPRR2A,3,0
SPRR2B,0,0
SPRR2C,0,0
SPRR2D,39,22
SPRR2E,0,1
SPRR2F,0,0
SPRR2G,0,0
SPRR3,0,0
SPRR4,0,0
SPRTN,460,61
SPRY1,75,24
SPRY2,652,181
SPRY3,3,1
SPRY4,2259,989
SPRY4-IT1,9,4
SPRYD3,671,328
SPRYD4,107,30
SPRYD7,488,144
SPSB1,199,148
SPSB2,239,86
SPSB3,495,937
SPSB4,0,0
SPTA1,3,1
SPTAN1,11989,5883
SPTB,53,11
SPTBN1,12226,2587
SPTBN2,1263,245
SPTBN4,9,2
SPTBN5,22,16
SPTLC1,3084,1810
SPTLC2,926,787
SPTLC3,108,54
SPTSSA,1256,421
SPTSSB,1,2
SPTY2D1,968,1020
SPTY2D1-AS1,3,2
SPX,9,1
SPZ1,0,0
SQLE,1401,1114
SQRDL,336,620
SQSTM1,33551,41216
SRA1,622,394
SRBD1,463,312
SRC,938,606
SRCAP,3864,1442
SRCIN1,41,8
SRD5A1,1166,1163
SRD5A1P1,17,1
SRD5A2,0,0
SRD5A3,45,37
SRD5A3-AS1,2,1
SREBF1,630,671
SREBF2,3311,3273
SREK1,2510,2148
SREK1IP1,2518,1154
SRF,1552,347
SRFBP1,896,484
SRGAP1,2193,1030
SRGAP2,600,440
SRGAP2-AS1,0,1
SRGAP2B,343,217
SRGAP2C,0,0
SRGAP2D,0,0
SRGAP3,174,46
SRGAP3-AS3,0,0
SRGN,1199,1787
SRI,1266,846
SRL,3,0
SRM,2816,2610
SRMS,0,0
SRP14,5878,7778
SRP14-AS1,158,48
SRP19,1367,669
SRP54,2041,1246
SRP68,3292,4163
SRP72,6751,5994
SRP9,4685,1798
SRPK1,4709,2251
SRPK2,1422,1364
SRPK3,1,0
SRPR,5090,4088
SRPRB,3358,3256
SRPX,1610,2080
SRPX2,17,16
SRR,95,34
SRRD,447,258
SRRM1,2513,3117
SRRM2,19133,12878
SRRM2-AS1,2,1
SRRM3,224,45
SRRM4,0,0
SRRM5,11,3
SRRT,1452,2618
SRSF1,3422,2286
SRSF10,157,133
SRSF11,3767,5186
SRSF12,17,3
SRSF2,2423,2434
SRSF3,5642,7937
SRSF4,3133,1541
SRSF5,3871,464
SRSF6,1917,2149
SRSF7,2152,2514
SRSF8,1009,236
SRSF9,1076,614
SRXN1,2672,812
SRY,0,0
SS18,2097,639
SS18L1,470,111
SS18L2,378,307
SSB,4031,3523
SSBP1,1909,1196
SSBP2,1316,532
SSBP3,656,413
SSBP3-AS1,7,5
SSBP4,219,157
SSC4D,5,7
SSC5D,2,7
SSFA2,2993,1234
SSH1,3266,1379
SSH2,564,275
SSH3,261,270
SSMEM1,0,0
SSNA1,681,962
SSPN,11,1
SSPO,0,4
SSR1,5069,3414
SSR2,3618,8760
SSR3,7462,9304
SSR4,1955,3630
SSR4P1,42,2
SSRP1,8018,8915
SSSCA1,263,224
SSSCA1-AS1,6,2
SST,0,0
SSTR1,0,1
SSTR2,0,0
SSTR3,0,1
SSTR4,0,0
SSTR5,1,0
SSTR5-AS1,2,0
SSU72,2156,2356
SSUH2,1,8
SSX1,5,3
SSX2,0,0
SSX2B,0,0
SSX2IP,1370,291
SSX3,0,0
SSX4,0,0
SSX4B,0,0
SSX5,0,1
SSX6,0,0
SSX7,0,0
SSX8,0,0
SSX9,0,2
ST13,8979,14493
ST13P4,14,70
ST14,1,0
ST18,12,4
ST20,23,14
ST20-AS1,25,2
ST20-MTHFS,0,0
ST3GAL1,872,692
ST3GAL2,580,73
ST3GAL3,443,389
ST3GAL4,190,256
ST3GAL4-AS1,36,19
ST3GAL5,20,27
ST3GAL5-AS1,0,0
ST3GAL6,451,306
ST3GAL6-AS1,4,6
ST5,363,96
ST6GAL1,1401,835
ST6GAL2,0,0
ST6GALNAC1,0,0
ST6GALNAC2,10,10
ST6GALNAC3,965,267
ST6GALNAC4,543,449
ST6GALNAC5,37,24
ST6GALNAC6,858,1377
ST7,363,267
ST7-AS1,18,0
ST7-AS2,1,0
ST7-OT3,0,0
ST7-OT4,0,1
ST7L,223,128
ST8SIA1,4,0
ST8SIA2,0,0
ST8SIA3,0,0
ST8SIA4,0,0
ST8SIA5,5,4
ST8SIA6,2,0
ST8SIA6-AS1,0,0
STAB1,0,0
STAB2,5,2
STAC,1708,995
STAC2,383,936
STAC3,19,16
STAG1,1547,637
STAG2,4765,4235
STAG3,17,26
STAG3L1,9,8
STAG3L2,82,24
STAG3L3,0,0
STAG3L4,375,329
STAG3L5P,2,8
STAG3L5P-PVRIG2P-PILRB,206,177
STAM,1704,1050
STAM-AS1,4,1
STAM2,1089,587
STAMBP,1845,1008
STAMBPL1,185,62
STAP1,0,0
STAP2,800,1072
STAR,5,3
STARD10,215,337
STARD13,261,137
STARD13-AS,0,4
STARD3,856,1251
STARD3NL,418,180
STARD4,381,88
STARD4-AS1,81,4
STARD5,22,25
STARD6,0,0
STARD7,3358,1080
STARD7-AS1,104,52
STARD8,70,27
STARD9,988,608
STAT1,3539,2299
STAT2,1540,1250
STAT3,7328,4819
STAT4,17,5
STAT5A,39,68
STAT5B,1149,648
STAT6,1134,978
STATH,0,0
STAU1,3448,2966
STAU2,691,502
STAU2-AS1,0,1
STBD1,7,6
STC1,33,156
STC2,3984,3588
STEAP1,693,396
STEAP1B,1,2
STEAP2,954,139
STEAP2-AS1,0,1
STEAP3,2072,1136
STEAP3-AS1,5,0
STEAP4,6,2
STH,0,0
STIL,887,476
STIM1,2327,704
STIM2,433,182
STIP1,4770,12021
STK10,608,413
STK11,840,298
STK11IP,534,440
STK16,871,971
STK17A,919,1160
STK17B,848,765
STK19,2,5
STK24,5001,3852
STK25,2329,2321
STK26,171,97
STK3,911,839
STK31,0,0
STK32A,154,62
STK32B,1,0
STK32C,325,143
STK33,2,1
STK35,1041,195
STK36,511,677
STK38,1162,186
STK38L,770,156
STK39,1635,968
STK4,2321,640
STK4-AS1,6,1
STK40,1181,324
STKLD1,4,7
STMN1,6110,6536
STMN2,0,0
STMN3,136,148
STMN4,0,4
STMND1,0,0
STOM,11,2
STOML1,296,69
STOML2,2635,3771
STOML3,0,0
STON1,56,34
STON1-GTF2A1L,0,0
STON2,9,13
STOX1,7,6
STOX2,4,0
STPG1,548,364
STPG2,3,0
STPG2-AS1,0,0
STRA13,707,1535
STRA6,1,0
STRA8,0,0
STRADA,739,398
STRADB,754,379
STRAP,5146,4262
STRBP,1025,596
STRC,2,3
STRIP1,859,418
STRIP2,632,525
STRN,1872,770
STRN3,894,479
STRN4,1900,1241
STS,47,38
STT3A,3158,4632
STT3B,8249,6695
STUB1,384,248
STX10,808,1065
STX11,160,42
STX12,1246,1248
STX16,2376,2288
STX16-NPEPL1,1,0
STX17,1256,430
STX17-AS1,4,3
STX18,482,437
STX18-AS1,53,16
STX18-IT1,0,0
STX19,4,3
STX1A,156,481
STX1B,21,6
STX2,841,415
STX3,1268,2360
STX4,513,1028
STX5,792,1163
STX6,1223,454
STX7,1106,651
STX8,476,685
STXBP1,834,505
STXBP2,69,130
STXBP3,1113,538
STXBP4,227,99
STXBP5,1819,353
STXBP5-AS1,15,3
STXBP5L,1,0
STXBP6,2,0
STYK1,0,1
STYX,1161,296
STYXL1,617,432
SUB1,5274,3726
SUCLA2,1590,780
SUCLG1,1694,4196
SUCLG2,1925,2292
SUCLG2-AS1,17,6
SUCNR1,0,0
SUCO,775,332
SUDS3,1211,378
SUFU,400,311
SUGCT,40,85
SUGP1,439,264
SUGP2,2197,1879
SUGT1,1161,1743
SUGT1P1,72,28
SUGT1P3,1,0
SULF1,44,14
SULF2,9,7
SULT1A1,1,2
SULT1A2,2,0
SULT1A3,0,0
SULT1A4,0,0
SULT1B1,1,1
SULT1C2,1,1
SULT1C2P1,0,0
SULT1C3,0,0
SULT1C4,0,0
SULT1E1,2,2
SULT2A1,0,0
SULT2B1,0,0
SULT4A1,5,3
SULT6B1,0,1
SUMF1,643,195
SUMF2,3090,3283
SUMO1,2465,1663
SUMO1P1,0,0
SUMO1P3,6,9
SUMO2,2082,5030
SUMO3,3725,2638
SUMO4,2,1
SUN1,3656,2188
SUN2,4571,1198
SUN3,0,1
SUN5,0,0
SUOX,221,46
SUPT16H,5625,4108
SUPT20H,1216,429
SUPT20HL1,0,0
SUPT20HL2,0,0
SUPT3H,306,517
SUPT4H1,1124,894
SUPT5H,2595,4927
SUPT6H,3040,2450
SUPT7L,1399,1217
SUPV3L1,1448,1225
SURF1,1206,1363
SURF2,306,250
SURF4,5680,7374
SURF6,733,284
SUSD1,48,56
SUSD2,3,9
SUSD3,0,0
SUSD4,7,1
SUSD5,798,267
SUSD6,1062,360
SUV39H1,303,95
SUV39H2,600,122
SUV420H1,2027,973
SUV420H2,96,59
SUZ12,3088,1169
SUZ12P1,192,75
SV2A,365,97
SV2B,1,1
SV2C,0,0
SVBP,130,165
SVEP1,34,30
SVIL,1222,439
SVIL-AS1,765,721
SVILP1,0,0
SVIP,572,257
SVOP,0,0
SVOPL,0,0
SWAP70,2198,1744
SWI5,270,520
SWSAP1,29,4
SWT1,132,97
SYAP1,1946,1631
SYBU,123,27
SYCE1,0,0
SYCE1L,0,0
SYCE2,34,14
SYCE3,0,3
SYCN,0,0
SYCP1,0,0
SYCP2,6,2
SYCP2L,56,23
SYCP3,15,10
SYDE1,800,163
SYDE2,234,105
SYF2,1576,2943
SYK,0,0
SYMPK,1734,1416
SYN1,5,1
SYN2,7,4
SYN3,3,2
SYNC,3,0
SYNCRIP,12284,4722
SYNDIG1,0,0
SYNDIG1L,1,11
SYNE1,774,138
SYNE1-AS1,0,0
SYNE2,13379,14050
SYNE3,117,27
SYNE4,8,11
SYNGAP1,17,14
SYNGR1,105,31
SYNGR2,2783,3609
SYNGR3,34,15
SYNGR4,1,1
SYNJ1,817,445
SYNJ2,2110,2163
SYNJ2-IT1,0,0
SYNJ2BP,1078,158
SYNJ2BP-COX16,0,0
SYNM,300,21
SYNPO,4112,766
SYNPO2,43,8
SYNPO2L,3,1
SYNPR,0,0
SYNPR-AS1,0,0
SYNRG,1139,421
SYP,3,1
SYP-AS1,0,0
SYPL1,3878,2371
SYPL2,6,6
SYS1,695,1145
SYS1-DBNDD2,0,0
SYT1,326,88
SYT10,0,0
SYT11,293,159
SYT12,74,31
SYT13,0,3
SYT14,60,52
SYT14P1,0,0
SYT15,50,7
SYT16,2,1
SYT17,9,10
SYT2,12,6
SYT3,0,1
SYT4,0,0
SYT5,2,0
SYT6,0,0
SYT7,214,61
SYT8,0,0
SYT9,0,0
SYTL1,13,20
SYTL2,14,7
SYTL3,377,305
SYTL4,93,90
SYTL5,0,0
SYVN1,1416,662
SZRD1,4360,3937
SZT2,1294,362
T,0,0
TAAR1,0,0
TAAR2,0,0
TAAR3,0,0
TAAR5,0,0
TAAR6,0,0
TAAR8,0,0
TAAR9,0,0
TAB1,677,253
TAB2,3323,1477
TAB3,871,528
TAC1,0,0
TAC3,1,0
TAC4,2,2
TACC1,2073,780
TACC2,772,470
TACC3,1351,1714
TACO1,487,337
TACR1,0,3
TACR2,3,1
TACR3,1,0
TACSTD2,0,0
TADA1,456,414
TADA2A,344,83
TADA2B,700,287
TADA3,1343,801
TAF1,1397,886
TAF10,903,1207
TAF11,1058,370
TAF12,903,1501
TAF13,495,206
TAF15,5979,2458
TAF1A,252,138
TAF1A-AS1,31,11
TAF1B,599,309
TAF1C,664,640
TAF1D,2101,6461
TAF1L,1,0
TAF2,1149,606
TAF3,596,403
TAF4,615,272
TAF4B,697,483
TAF5,252,296
TAF5L,722,259
TAF6,1692,1189
TAF6L,232,153
TAF7,3045,1351
TAF7L,5,2
TAF8,667,356
TAF9,1445,1009
TAF9B,602,250
TAGAP,3,5
TAGLN,119,92
TAGLN2,9708,15403
TAGLN3,0,0
TAL1,8,0
TAL2,3,0
TALDO1,2902,3730
TAMM41,369,301
TANC1,657,160
TANC2,4403,1845
TANGO2,412,148
TANGO6,761,278
TANK,901,566
TAOK1,4792,1445
TAOK2,942,600
TAOK3,824,375
TAP1,72,24
TAP2,80,93
TAPBP,14,24
TAPBPL,100,45
TAPT1,507,331
TAPT1-AS1,19,6
TARBP1,834,749
TARBP2,487,678
TARDBP,4677,952
TARID,5,3
TARM1,0,0
TARP,0,0
TARS,11864,5938
TARS2,1017,447
TARSL2,367,300
TAS1R1,1,1
TAS1R2,1,1
TAS1R3,1,0
TAS2R1,1,0
TAS2R10,11,1
TAS2R13,0,0
TAS2R14,14,2
TAS2R16,0,0
TAS2R19,2,1
TAS2R20,25,6
TAS2R3,14,0
TAS2R30,1,1
TAS2R31,1,0
TAS2R38,5,0
TAS2R39,0,0
TAS2R4,21,0
TAS2R40,0,0
TAS2R41,0,0
TAS2R42,1,0
TAS2R43,0,0
TAS2R46,0,0
TAS2R5,36,11
TAS2R50,1,0
TAS2R60,0,0
TAS2R7,0,0
TAS2R8,0,0
TAS2R9,0,0
TASP1,211,67
TAT,0,0
TAT-AS1,0,0
TATDN1,1588,1658
TATDN2,2256,669
TATDN3,338,121
TAX1BP1,6838,4439
TAX1BP3,7,0
TAZ,815,764
TBATA,0,0
TBC1D1,887,1114
TBC1D10A,173,281
TBC1D10B,949,309
TBC1D10C,0,0
TBC1D12,442,294
TBC1D13,954,279
TBC1D14,1264,381
TBC1D15,2088,1290
TBC1D16,4554,400
TBC1D17,477,760
TBC1D19,121,107
TBC1D2,228,340
TBC1D20,1789,763
TBC1D21,0,0
TBC1D22A,352,346
TBC1D22A-AS1,0,1
TBC1D22B,679,675
TBC1D23,742,515
TBC1D24,433,96
TBC1D25,531,514
TBC1D26,0,7
TBC1D28,0,0
TBC1D29,0,0
TBC1D2B,1658,314
TBC1D3,1,0
TBC1D30,10,2
TBC1D31,422,152
TBC1D32,66,20
TBC1D3B,0,1
TBC1D3C,0,0
TBC1D3F,0,0
TBC1D3H,0,0
TBC1D3K,0,0
TBC1D3L,0,0
TBC1D3P1-DHX40P1,0,0
TBC1D3P2,0,1
TBC1D3P5,0,0
TBC1D4,1318,330
TBC1D5,4375,2564
TBC1D7,556,497
TBC1D8,631,771
TBC1D8B,189,65
TBC1D9,1097,421
TBC1D9B,1673,835
TBCA,1737,4490
TBCB,641,980
TBCC,453,75
TBCCD1,433,154
TBCD,1713,1171
TBCE,735,676
TBCEL,1838,385
TBCK,321,133
TBK1,1109,661
TBKBP1,241,197
TBL1X,2928,1124
TBL1XR1,7822,1635
TBL1Y,0,0
TBL2,1014,648
TBL3,1059,592
TBP,573,133
TBPL1,270,668
TBPL2,0,0
TBR1,0,0
TBRG1,1814,604
TBRG4,1771,1644
TBX1,1,0
TBX10,0,0
TBX15,8,1
TBX18,1389,253
TBX19,63,67
TBX2,135,61
TBX2-AS1,35,32
TBX20,0,0
TBX21,0,1
TBX22,1,0
TBX3,559,1315
TBX4,0,2
TBX5,1,0
TBX5-AS1,0,0
TBX6,17,22
TBXA2R,2,0
TBXAS1,134,61
TC2N,16,14
TCAF1,565,639
TCAF2,71,30
TCAF2P1,0,0
TCAIM,906,687
TCAM1P,0,0
TCAP,7,16
TCEA1,5337,2409
TCEA2,174,267
TCEA3,17,10
TCEAL1,509,649
TCEAL2,0,0
TCEAL3,118,223
TCEAL4,2479,2024
TCEAL5,0,0
TCEAL6,0,0
TCEAL7,0,0
TCEAL8,515,562
TCEANC,103,63
TCEANC2,350,122
TCEB1,1171,1429
TCEB2,2378,3887
TCEB3,2275,2943
TCEB3-AS1,29,5
TCEB3B,0,0
TCEB3C,0,0
TCEB3CL,0,0
TCEB3CL2,0,0
TCERG1,2991,3207
TCERG1L,0,0
TCERG1L-AS1,0,0
TCF12,4966,1796
TCF15,0,0
TCF19,28,20
TCF20,2808,719
TCF21,1,1
TCF23,0,0
TCF24,1,0
TCF25,1553,2022
TCF3,3989,730
TCF4,353,39
TCF7,24,22
TCF7L1,45,34
TCF7L2,534,211
TCFL5,890,352
TCHH,2,0
TCHHL1,0,0
TCHP,826,178
TCIRG1,394,756
TCL1A,0,1
TCL1B,0,1
TCL6,16,8
TCN1,0,0
TCN2,84,96
TCOF1,4040,1504
TCONS_00029157,0,0
TCP1,6004,12590
TCP10,0,0
TCP10L,12,35
TCP10L2,0,0
TCP11,9,13
TCP11L1,309,242
TCP11L2,46,24
TCP11X2,0,0
TCTA,288,85
TCTE1,1,1
TCTE3,3,4
TCTEX1D1,0,0
TCTEX1D2,90,57
TCTEX1D4,3,4
TCTN1,354,252
TCTN2,173,118
TCTN3,1570,1250
TDG,666,418
TDGF1,1,0
TDGF1P3,0,0
TDH,0,0
TDO2,23,7
TDP1,506,189
TDP2,910,760
TDRD1,0,0
TDRD10,0,0
TDRD12,1,2
TDRD15,0,0
TDRD3,303,481
TDRD5,0,0
TDRD6,12,4
TDRD7,348,281
TDRD9,8,8
TDRG1,1,0
TDRKH,126,54
TDRP,71,37
TEAD1,3379,964
TEAD2,531,224
TEAD3,904,334
TEAD4,506,912
TEC,225,106
TECPR1,335,103
TECPR2,496,70
TECR,1276,1770
TECRL,0,0
TECTA,18,16
TECTB,0,0
TEDDM1,1,0
TEF,356,169
TEFM,263,102
TEK,0,0
TEKT1,0,0
TEKT2,2,1
TEKT3,1,10
TEKT4,2,4
TEKT4P2,41,83
TEKT5,0,0
TELO2,308,103
TEN1,0,0
TEN1-CDK3,2,0
TENM1,461,208
TENM2,59,26
TENM3,1302,412
TENM4,20,2
TEP1,790,319
TEPP,1,0
TERC,0,0
TERF1,445,196
TERF2,912,625
TERF2IP,1192,1116
TERT,88,129
TES,14,2
TESC,2,0
TESC-AS1,0,0
TESK1,517,276
TESK2,103,128
TESPA1,2,1
TET1,54,31
TET2,573,122
TET2-AS1,0,0
TET3,1666,1151
TEX10,1461,1848
TEX101,0,0
TEX11,2,1
TEX12,0,1
TEX13A,0,0
TEX13B,0,0
TEX14,8,3
TEX15,0,0
TEX19,20,96
TEX2,2310,1634
TEX21P,9,2
TEX22,12,1
TEX26,0,0
TEX26-AS1,0,0
TEX261,1878,622
TEX264,1437,1351
TEX28,0,0
TEX29,2,4
TEX30,290,236
TEX33,0,0
TEX35,0,0
TEX36,0,0
TEX36-AS1,0,0
TEX37,0,0
TEX38,1,0
TEX40,4,7
TEX41,2,0
TEX43,0,0
TEX9,67,29
TF,13,25
TFAM,2814,519
TFAMP1,9,0
TFAP2A,243,153
TFAP2A-AS1,3,7
TFAP2B,1,0
TFAP2C,157,84
TFAP2D,0,0
TFAP2E,24,26
TFAP4,486,553
TFB1M,417,225
TFB2M,1114,412
TFCP2,738,511
TFCP2L1,30,15
TFDP1,4540,2030
TFDP2,2350,1072
TFDP3,0,0
TFE3,1760,981
TFEB,263,284
TFEC,0,0
TFF1,0,0
TFF2,18,25
TFF3,0,0
TFG,3248,2938
TFIP11,991,1113
TFPI,1747,1843
TFPI2,298,1037
TFPT,149,148
TFR2,0,0
TFRC,17737,20913
TG,22,12
TGDS,353,133
TGFA,148,40
TGFA-IT1,0,0
TGFB1,1527,1719
TGFB1I1,604,907
TGFB2,538,167
TGFB2-AS1,1,2
TGFB2-OT1,0,0
TGFB3,82,41
TGFBI,59496,124369
TGFBR1,2098,248
TGFBR2,4990,722
TGFBR3,864,953
TGFBR3L,38,48
TGFBRAP1,1224,390
TGIF1,1331,304
TGIF2,1014,224
TGIF2-C20orf24,0,0
TGIF2LX,3,0
TGIF2LY,0,0
TGM1,14,21
TGM2,804,1374
TGM3,0,0
TGM4,0,0
TGM5,0,0
TGM6,0,0
TGM7,0,0
TGOLN2,7857,2835
TGS1,989,336
TH,0,0
TH2LCRR,4,0
THADA,1465,898
THAP1,461,612
THAP10,190,22
THAP11,844,373
THAP2,219,89
THAP3,407,671
THAP4,1586,1485
THAP5,1278,242
THAP6,418,73
THAP7,248,88
THAP7-AS1,44,5
THAP8,51,77
THAP9,162,78
THAP9-AS1,1911,918
THBD,226,53
THBS1,17830,5085
THBS2,8,3
THBS3,255,306
THBS4,27,20
THCAT155,0,0
THCAT158,3,4
THEG,0,0
THEG5,0,0
THEGL,8,4
THEM4,349,94
THEM5,0,0
THEM6,310,241
THEMIS,1,0
THEMIS2,128,35
THG1L,423,984
THNSL1,376,134
THNSL2,0,0
THOC1,828,778
THOC2,2448,1153
THOC3,129,265
THOC5,1271,1909
THOC6,564,660
THOC7,1305,1298
THOC7-AS1,1,0
THOP1,689,656
THPO,1,0
THRA,690,697
THRA1/BTR,0,0
THRAP3,3857,1606
THRB,39,24
THRB-AS1,0,0
THRIL,342,27
THRSP,0,0
THSD1,6,7
THSD4,64,24
THSD4-AS1,0,0
THSD4-AS2,0,0
THSD7A,15,2
THSD7B,62,10
THTPA,168,134
THUMPD1,2251,473
THUMPD2,417,333
THUMPD3,2053,961
THUMPD3-AS1,161,38
THY1,58,35
THYN1,910,874
TIA1,1614,362
TIAF1,0,3
TIAL1,1739,2575
TIAM1,24,5
TIAM2,36,20
TICAM1,447,530
TICAM2,0,0
TICRR,374,211
TIE1,3,1
TIFA,982,714
TIFAB,0,0
TIGAR,740,169
TIGD1,112,14
TIGD2,316,97
TIGD3,22,7
TIGD4,19,9
TIGD5,165,9
TIGD6,231,13
TIGD7,140,23
TIGIT,0,0
TIMD4,0,0
TIMELESS,1822,1632
TIMM10,639,593
TIMM10B,1008,167
TIMM13,521,564
TIMM17A,2046,1584
TIMM17B,539,648
TIMM21,759,480
TIMM22,354,335
TIMM23,877,598
TIMM23B,91,78
TIMM44,2155,1680
TIMM50,2087,2240
TIMM8A,594,334
TIMM8B,495,276
TIMM9,1342,2275
TIMMDC1,2057,1065
TIMP1,2163,4556
TIMP2,9427,4615
TIMP3,3001,2666
TIMP4,1,1
TINAG,0,0
TINAGL1,54,90
TINCR,45,428
TINF2,770,452
TIPARP,2688,4247
TIPARP-AS1,6,20
TIPIN,407,157
TIPRL,1545,1246
TIRAP,153,31
TISP43,0,0
TJAP1,913,773
TJP1,3658,1101
TJP2,1774,1314
TJP3,2,0
TK1,748,1030
TK2,778,293
TKFC,284,136
TKT,7374,25490
TKTL1,2,1
TKTL2,0,0
TLCD1,345,115
TLCD2,165,33
TLDC1,324,114
TLDC2,5,2
TLE1,409,481
TLE2,844,703
TLE3,629,186
TLE4,84,29
TLE6,232,252
TLK1,1556,531
TLK2,1228,1020
TLL1,236,63
TLL2,3,1
TLN1,12443,3555
TLN2,782,221
TLR1,12,4
TLR10,1,0
TLR2,1303,1158
TLR3,144,46
TLR4,794,160
TLR5,36,3
TLR6,1,0
TLR7,18,2
TLR8,0,0
TLR8-AS1,0,0
TLR9,9,12
TLX1,0,0
TLX1NB,0,0
TLX2,0,0
TLX3,0,0
TM2D1,498,53
TM2D2,614,302
TM2D3,874,387
TM4SF1,839,1140
TM4SF1-AS1,0,0
TM4SF18,1,0
TM4SF19,0,0
TM4SF19-AS1,11,8
TM4SF19-TCTEX1D2,0,0
TM4SF20,0,0
TM4SF4,0,0
TM4SF5,0,0
TM6SF1,154,62
TM6SF2,0,0
TM7SF2,131,118
TM7SF3,1203,576
TM9SF1,1756,1002
TM9SF2,3096,2146
TM9SF3,6799,2861
TM9SF4,3143,2625
TMA16,853,428
TMA7,1192,2775
TMBIM1,2173,3463
TMBIM4,378,237
TMBIM6,21711,15274
TMC1,0,1
TMC2,3,0
TMC3,0,0
TMC3-AS1,9,1
TMC4,2,18
TMC5,3,1
TMC6,68,51
TMC7,116,84
TMC8,1,0
TMCC1,670,517
TMCC1-AS1,217,107
TMCC2,75,23
TMCC3,0,0
TMCO1,2822,1938
TMCO2,0,0
TMCO3,1080,449
TMCO4,322,297
TMCO5A,0,0
TMCO5B,0,0
TMCO6,347,184
TMED1,515,965
TMED10,6262,4164
TMED10P1,56,7
TMED11P,0,0
TMED2,8310,5405
TMED3,1421,3132
TMED4,2276,1025
TMED5,2030,1392
TMED6,17,13
TMED7,2727,1122
TMED7-TICAM2,0,0
TMED8,104,32
TMED9,3022,3552
TMEFF1,0,0
TMEFF2,20,8
TMEM100,112,31
TMEM101,943,787
TMEM102,54,12
TMEM104,411,124
TMEM105,1,0
TMEM106A,19,6
TMEM106B,3488,1445
TMEM106C,1746,2139
TMEM107,108,61
TMEM108,0,0
TMEM108-AS1,0,0
TMEM109,2139,1921
TMEM11,267,593
TMEM110,665,174
TMEM110-MUSTN1,0,0
TMEM114,0,0
TMEM115,718,229
TMEM116,239,155
TMEM117,124,54
TMEM119,0,0
TMEM120A,351,819
TMEM120B,1319,389
TMEM121,2,0
TMEM123,22191,9855
TMEM125,0,0
TMEM126A,530,849
TMEM126B,1422,721
TMEM127,1928,318
TMEM128,511,125
TMEM129,744,126
TMEM130,5,10
TMEM131,1425,1171
TMEM132A,717,326
TMEM132B,1,1
TMEM132C,0,0
TMEM132D,15,9
TMEM132E,0,0
TMEM133,6,0
TMEM134,65,60
TMEM135,482,405
TMEM136,675,278
TMEM138,1032,388
TMEM139,14,3
TMEM140,505,23
TMEM141,405,466
TMEM143,83,78
TMEM144,13,12
TMEM145,8,5
TMEM147,2220,2172
TMEM147-AS1,190,12
TMEM14A,312,180
TMEM14B,1411,1158
TMEM14C,3741,4526
TMEM14E,0,1
TMEM150A,408,231
TMEM150B,0,0
TMEM150C,2,4
TMEM151A,0,0
TMEM151B,0,1
TMEM154,279,56
TMEM155,0,0
TMEM156,649,608
TMEM158,745,366
TMEM159,873,1814
TMEM160,38,69
TMEM161A,577,403
TMEM161B,607,223
TMEM161B-AS1,94,152
TMEM163,2,1
TMEM164,598,191
TMEM165,555,113
TMEM167A,2357,1079
TMEM167B,1895,1179
TMEM168,1596,238
TMEM169,21,1
TMEM17,13,3
TMEM170A,698,190
TMEM170B,52,9
TMEM171,1,1
TMEM173,106,138
TMEM174,0,0
TMEM175,220,348
TMEM176A,0,0
TMEM176B,2,2
TMEM177,402,25
TMEM178A,7,18
TMEM178B,362,197
TMEM179,0,0
TMEM179B,973,596
TMEM18,499,791
TMEM180,172,67
TMEM181,3222,461
TMEM182,245,78
TMEM183A,81,65
TMEM183B,0,0
TMEM184A,16,7
TMEM184B,1932,1070
TMEM184C,1408,677
TMEM185A,150,74
TMEM185B,1332,95
TMEM186,433,81
TMEM187,153,64
TMEM189,599,613
TMEM189-UBE2V1,0,0
TMEM19,744,144
TMEM190,1,0
TMEM191A,1,1
TMEM191B,0,0
TMEM191C,0,0
TMEM192,1721,1017
TMEM196,0,0
TMEM198,35,25
TMEM198B,127,36
TMEM199,504,138
TMEM2,907,322
TMEM200A,0,0
TMEM200B,0,1
TMEM200C,3,0
TMEM201,572,217
TMEM202,0,0
TMEM203,1448,321
TMEM204,293,112
TMEM205,1737,1407
TMEM206,600,681
TMEM207,0,0
TMEM208,537,522
TMEM209,1295,290
TMEM210,0,0
TMEM211,0,0
TMEM212,0,0
TMEM212-AS1,0,0
TMEM213,2,0
TMEM214,1622,2087
TMEM215,2,0
TMEM216,316,299
TMEM217,22,5
TMEM218,411,204
TMEM219,1006,1133
